Title,Artist,Genre,Decade,Duration
Someone Like You 40,Coldplay,Jazz,2020,5.4
Shape of You 41,ABBA,Pop,2010,2.7
Shape of You 42,Ed Sheeran,Reggae,1980,3.8
Someone Like You 43,Beyoncé,Classical,2010,4.0
Blinding Lights 44,The Beatles,Pop,1990,4.7
Halo 45,Ed Sheeran,Hip-Hop,1970,3.4
Bohemian Rhapsody 46,ABBA,Jazz,2020,3.9
Rude 47,ABBA,Classical,1980,3.8
Viva La Vida 48,Eminem,R&B,2020,3.2
Viva La Vida 49,The Beatles,Classical,2020,3.0
Someone Like You 50,ABBA,Hip-Hop,2020,3.6
Blinding Lights 51,Ed Sheeran,Rock,2010,4.1
Viva La Vida 52,ABBA,Hip-Hop,2020,5.5
Shape of You 53,The Beatles,Jazz,2000,4.3
Hotel California 54,Beyoncé,Classical,1970,3.2
Viva La Vida 55,Adele,R&B,1970,4.5
Blinding Lights 56,The Beatles,Pop,2000,4.3
Halo 57,Beyoncé,Hip-Hop,1990,4.1
Bohemian Rhapsody 58,MAGIC,R&B,2010,2.7
Blinding Lights 59,Eminem,R&B,1970,3.0
Shape of You 60,Eminem,Pop,1980,5.1
Bohemian Rhapsody 61,Eminem,R&B,2010,4.9
Mamma Mia 62,The Beatles,Pop,1990,3.8
Someone Like You 63,Taylor Swift,Reggae,2020,2.8
Someone Like You 64,Eminem,Hip-Hop,2000,3.7
Blinding Lights 65,Beyoncé,Reggae,1990,3.9
Someone Like You 66,Ed Sheeran,Reggae,2010,3.4
Blinding Lights 67,Taylor Swift,Indie,1980,2.8
Perfect 68,Taylor Swift,Country,1980,3.1
Rude 69,Eminem,Classical,1970,4.8
Hotel California 70,Coldplay,Electronic,1990,5.4
Rude 71,Ed Sheeran,Jazz,2000,5.2
Bohemian Rhapsody 72,Coldplay,R&B,2010,4.0
Mamma Mia 73,Drake,Pop,1980,3.7
Halo 74,Beyoncé,Country,2000,3.4
Hotel California 75,ABBA,Indie,1980,2.9
Perfect 76,Ed Sheeran,Country,1990,3.9
Shape of You 77,Drake,Country,1990,5.3
Halo 78,MAGIC,Country,1980,4.6
Blinding Lights 79,Coldplay,Electronic,1990,3.8
Rude 80,Adele,Indie,1970,3.1
Blinding Lights 81,Taylor Swift,Classical,1980,4.5
Blinding Lights 82,Taylor Swift,Rock,1980,4.6
Blinding Lights 83,The Beatles,Electronic,1980,3.6
Shape of You 84,MAGIC,Electronic,1980,3.3
Viva La Vida 85,MAGIC,Hip-Hop,2000,4.1
Bohemian Rhapsody 86,Coldplay,Classical,2000,2.6
Blinding Lights 87,Beyoncé,Hip-Hop,2020,3.4
Bohemian Rhapsody 88,Adele,Electronic,1970,5.2
Someone Like You 89,Coldplay,Country,2000,4.1
Blinding Lights 90,MAGIC,Jazz,2000,4.1
Viva La Vida 91,ABBA,Reggae,1990,3.0
Halo 92,Taylor Swift,Reggae,2010,4.6
Rude 93,Taylor Swift,Rock,2000,4.0
Shape of You 94,Ed Sheeran,Hip-Hop,1980,4.8
Perfect 95,Taylor Swift,Rock,2000,3.8
Viva La Vida 96,MAGIC,Hip-Hop,2010,3.4
Someone Like You 97,Coldplay,Classical,2010,3.9
Shape of You 98,Taylor Swift,Country,2020,3.8
Bohemian Rhapsody 99,Drake,Country,2000,5.3
Shape of You 100,Beyoncé,Hip-Hop,1970,4.2
Rude 101,ABBA,Hip-Hop,2010,3.7
Bohemian Rhapsody 102,Ed Sheeran,Classical,1980,5.4
Shape of You 103,Eminem,Electronic,2020,4.0
Viva La Vida 104,Ed Sheeran,Classical,2000,4.3
Shape of You 105,MAGIC,Country,2020,4.9
Shape of You 106,Drake,Jazz,2000,2.8
Shape of You 107,Coldplay,Hip-Hop,2000,4.4
Hotel California 108,MAGIC,Electronic,2010,4.3
Viva La Vida 109,Beyoncé,Electronic,1970,3.6
Shape of You 110,Taylor Swift,Electronic,2010,3.0
Mamma Mia 111,Adele,Hip-Hop,2000,3.6
Bohemian Rhapsody 112,Eminem,Jazz,1970,4.4
Shape of You 113,MAGIC,Electronic,2000,3.3
Rude 114,MAGIC,Rock,1990,4.4
Mamma Mia 115,Taylor Swift,Hip-Hop,2000,3.7
Shape of You 116,Eminem,Reggae,1970,5.2
Rude 117,Adele,Pop,2010,4.2
Shape of You 118,Drake,Rock,2000,5.5
Hotel California 119,Coldplay,Classical,2010,2.9
Perfect 120,Coldplay,R&B,1970,4.1
Someone Like You 121,ABBA,Electronic,2010,3.0
Halo 122,The Beatles,Reggae,1980,4.7
Rude 123,Ed Sheeran,Classical,2000,2.6
Halo 124,The Beatles,Reggae,1990,3.5
Shape of You 125,Beyoncé,Pop,1980,5.2
Viva La Vida 126,Adele,Pop,1990,3.9
Halo 127,ABBA,Classical,2010,3.2
Bohemian Rhapsody 128,Ed Sheeran,Pop,1990,3.4
Bohemian Rhapsody 129,Eminem,Indie,1980,2.8
Viva La Vida 130,Taylor Swift,Classical,2020,5.2
Rude 131,The Beatles,Indie,2000,3.2
Hotel California 132,Coldplay,Hip-Hop,2010,4.7
Mamma Mia 133,Ed Sheeran,Hip-Hop,1970,3.4
Blinding Lights 134,MAGIC,Pop,2000,5.5
Someone Like You 135,The Beatles,Jazz,2010,2.6
Mamma Mia 136,The Beatles,Jazz,1980,3.2
Halo 137,Drake,Rock,2010,3.7
Perfect 138,Coldplay,Country,1980,5.1
Blinding Lights 139,The Beatles,Indie,1990,4.0
Halo 140,Beyoncé,Indie,1970,2.6
Halo 141,Adele,Indie,2020,4.3
Mamma Mia 142,The Beatles,Electronic,1970,3.3
Halo 143,MAGIC,Hip-Hop,1970,5.4
Someone Like You 144,Coldplay,Pop,1990,3.5
Someone Like You 145,Eminem,Pop,2000,2.7
Hotel California 146,The Beatles,Pop,1980,5.0
Shape of You 147,Eminem,Jazz,1990,5.4
Viva La Vida 148,Beyoncé,Classical,2010,2.8
Mamma Mia 149,Ed Sheeran,Rock,2010,2.6
Rude 150,ABBA,Country,2020,5.5
Hotel California 151,MAGIC,Electronic,2020,5.3
Bohemian Rhapsody 152,Beyoncé,R&B,1980,3.9
Someone Like You 153,MAGIC,Electronic,1980,3.1
Halo 154,ABBA,Classical,1970,5.1
Hotel California 155,Drake,Jazz,2010,4.8
Hotel California 156,Adele,Classical,2010,4.6
Someone Like You 157,MAGIC,Reggae,2010,5.4
Rude 158,MAGIC,Electronic,2020,2.9
Mamma Mia 159,Beyoncé,Jazz,2020,2.6
Shape of You 160,Eminem,R&B,2010,2.5
Rude 161,Eminem,Indie,2010,3.6
Blinding Lights 162,Coldplay,Electronic,1980,3.3
Mamma Mia 163,Beyoncé,Reggae,1970,4.8
Hotel California 164,Drake,Classical,2000,4.7
Mamma Mia 165,ABBA,Pop,2020,4.4
Bohemian Rhapsody 166,MAGIC,Country,2020,2.8
Rude 167,Eminem,Rock,2000,5.2
Halo 168,Eminem,Classical,2010,3.6
Mamma Mia 169,ABBA,Jazz,1990,3.4
Shape of You 170,Taylor Swift,Electronic,2010,3.4
Rude 171,Drake,Reggae,1980,5.5
Perfect 172,The Beatles,Country,1980,4.8
Perfect 173,Adele,Classical,2000,3.0
Hotel California 174,Adele,Classical,1970,2.5
Bohemian Rhapsody 175,ABBA,Classical,2000,4.1
Perfect 176,Eminem,R&B,1970,3.9
Halo 177,The Beatles,Electronic,1980,4.6
Viva La Vida 178,MAGIC,Classical,2020,4.2
Bohemian Rhapsody 179,Coldplay,Electronic,1970,2.9
Hotel California 180,Coldplay,Classical,1990,2.8
Someone Like You 181,Beyoncé,Country,1970,2.8
Mamma Mia 182,Ed Sheeran,Classical,1990,2.7
Bohemian Rhapsody 183,The Beatles,Jazz,1990,2.8
Rude 184,Ed Sheeran,R&B,1980,4.0
Shape of You 185,Adele,Classical,2020,3.4
Bohemian Rhapsody 186,Drake,Jazz,2010,3.9
Hotel California 187,The Beatles,Pop,2020,3.2
Hotel California 188,Taylor Swift,Electronic,1970,3.7
Someone Like You 189,Eminem,Indie,2000,5.1
Bohemian Rhapsody 190,MAGIC,Country,1980,3.4
Bohemian Rhapsody 191,Eminem,R&B,2000,4.4
Bohemian Rhapsody 192,Ed Sheeran,Electronic,2010,4.8
Mamma Mia 193,Coldplay,Reggae,1980,3.6
Halo 194,Taylor Swift,Rock,2020,3.3
Hotel California 195,Eminem,R&B,1970,4.1
Mamma Mia 196,Coldplay,Reggae,2010,2.9
Mamma Mia 197,Drake,Jazz,1980,4.9
Viva La Vida 198,Ed Sheeran,R&B,2010,5.4
Viva La Vida 199,Ed Sheeran,Electronic,1990,3.6
Someone Like You 200,Adele,Indie,2010,3.2
Viva La Vida 201,MAGIC,Pop,2000,4.6
Viva La Vida 202,ABBA,Jazz,2000,5.1
Rude 203,Taylor Swift,Reggae,2020,3.3
Mamma Mia 204,Coldplay,Electronic,2010,2.7
Viva La Vida 205,Beyoncé,Indie,2010,2.5
Bohemian Rhapsody 206,Taylor Swift,Classical,1970,4.8
Halo 207,Ed Sheeran,Country,2000,3.9
Shape of You 208,Ed Sheeran,Country,2020,2.8
Someone Like You 209,The Beatles,Reggae,2010,4.3
Blinding Lights 210,Taylor Swift,Reggae,2020,2.6
Blinding Lights 211,ABBA,Reggae,2020,3.3
Rude 212,ABBA,R&B,1980,3.4
Someone Like You 213,Eminem,Classical,1990,3.6
Perfect 214,Beyoncé,Electronic,1970,2.8
Shape of You 215,The Beatles,Hip-Hop,2000,4.6
Bohemian Rhapsody 216,Coldplay,Jazz,1980,5.0
Someone Like You 217,Ed Sheeran,Indie,1990,4.2
Someone Like You 218,The Beatles,Country,2000,4.4
Halo 219,Drake,Reggae,2010,4.0
Blinding Lights 220,Adele,Electronic,1970,3.7
Bohemian Rhapsody 221,The Beatles,Indie,1990,3.9
Mamma Mia 222,Beyoncé,Jazz,2020,2.6
Bohemian Rhapsody 223,ABBA,Country,2010,2.6
Bohemian Rhapsody 224,Coldplay,Country,1990,2.9
Blinding Lights 225,Adele,R&B,1970,4.4
Hotel California 226,MAGIC,Rock,1990,3.3
Halo 227,ABBA,Pop,2010,4.9
Hotel California 228,Ed Sheeran,Reggae,1970,4.0
Rude 229,Coldplay,Indie,1980,5.3
Hotel California 230,ABBA,Reggae,1970,4.9
Viva La Vida 231,Coldplay,Country,1990,2.8
Someone Like You 232,Beyoncé,Indie,1980,4.7
Rude 233,Beyoncé,Rock,1980,5.0
Mamma Mia 234,Eminem,Electronic,1970,5.1
Shape of You 235,Eminem,Pop,2010,2.5
Viva La Vida 236,Taylor Swift,Electronic,1980,3.0
Hotel California 237,Beyoncé,Jazz,1980,3.8
Mamma Mia 238,ABBA,Jazz,2020,3.0
Rude 239,Coldplay,Electronic,1980,5.1
Mamma Mia 240,MAGIC,Indie,2020,5.2
Mamma Mia 241,Eminem,Country,1980,2.5
Bohemian Rhapsody 242,The Beatles,Pop,2010,4.3
Halo 243,MAGIC,Jazz,1970,4.3
Rude 244,Ed Sheeran,Country,2000,5.5
Perfect 245,MAGIC,Hip-Hop,2010,4.1
Viva La Vida 246,Taylor Swift,Reggae,2020,4.0
Shape of You 247,MAGIC,Rock,2020,3.9
Halo 248,Eminem,Hip-Hop,1990,3.5
Bohemian Rhapsody 249,Ed Sheeran,R&B,2000,3.7
Hotel California 250,Ed Sheeran,Reggae,1980,2.6
Blinding Lights 251,ABBA,Pop,1980,5.2
Blinding Lights 252,Coldplay,Pop,1990,3.2
Bohemian Rhapsody 253,MAGIC,Pop,1970,3.1
Hotel California 254,ABBA,Reggae,1980,4.3
Rude 255,Taylor Swift,Classical,2020,4.9
Perfect 256,MAGIC,Country,2000,5.4
Perfect 257,ABBA,R&B,2000,4.3
Mamma Mia 258,MAGIC,Rock,2020,4.6
Someone Like You 259,MAGIC,Indie,1980,4.4
Viva La Vida 260,MAGIC,Indie,2020,3.9
Halo 261,Taylor Swift,Country,2010,4.0
Someone Like You 262,Drake,R&B,1990,3.7
Mamma Mia 263,Drake,Indie,2000,5.1
Halo 264,Drake,Pop,2020,3.2
Shape of You 265,ABBA,Classical,2010,3.2
Hotel California 266,Drake,Rock,1980,3.7
Rude 267,Coldplay,Indie,1990,3.9
Viva La Vida 268,ABBA,R&B,1970,5.1
Shape of You 269,The Beatles,Hip-Hop,1980,4.1
Shape of You 270,Drake,Country,1970,2.9
Rude 271,The Beatles,Rock,1980,5.4
Halo 272,Ed Sheeran,Pop,1980,5.4
Hotel California 273,Coldplay,Indie,1980,4.3
Hotel California 274,Beyoncé,Electronic,2010,5.5
Shape of You 275,MAGIC,Reggae,2020,3.6
Shape of You 276,Coldplay,Jazz,1980,2.6
Viva La Vida 277,Eminem,Jazz,1980,4.5
Shape of You 278,MAGIC,R&B,1970,4.8
Viva La Vida 279,MAGIC,Indie,2020,4.3
Bohemian Rhapsody 280,Beyoncé,Rock,1980,4.1
Hotel California 281,Adele,Pop,2010,4.3
Perfect 282,MAGIC,R&B,2000,3.3
Halo 283,MAGIC,Pop,1970,2.6
Blinding Lights 284,MAGIC,Jazz,1970,3.9
Blinding Lights 285,Beyoncé,Reggae,1980,3.9
Rude 286,Adele,Reggae,2000,3.8
Viva La Vida 287,Ed Sheeran,Pop,2020,4.0
Viva La Vida 288,Ed Sheeran,Indie,1980,3.1
Bohemian Rhapsody 289,Eminem,Rock,1990,3.3
Bohemian Rhapsody 290,Adele,Electronic,1990,2.8
Viva La Vida 291,MAGIC,Indie,1970,5.2
Bohemian Rhapsody 292,Ed Sheeran,Pop,2010,5.1
Mamma Mia 293,Beyoncé,R&B,2000,3.0
Viva La Vida 294,Adele,Electronic,1980,3.0
Shape of You 295,Taylor Swift,Indie,2020,3.0
Mamma Mia 296,Drake,Country,2010,5.3
Bohemian Rhapsody 297,Taylor Swift,Indie,1990,4.2
Perfect 298,Adele,Reggae,2000,3.4
Shape of You 299,Adele,Pop,1970,4.0
Halo 300,The Beatles,Hip-Hop,2020,5.1
Halo 301,Ed Sheeran,Reggae,1970,2.9
Halo 302,Beyoncé,Pop,2010,3.5
Shape of You 303,Taylor Swift,Jazz,1970,3.6
Hotel California 304,Taylor Swift,R&B,2000,4.5
Halo 305,Beyoncé,Jazz,1970,4.6
Someone Like You 306,Eminem,R&B,1980,5.1
Perfect 307,Beyoncé,Classical,1970,3.9
Rude 308,Coldplay,Country,1970,3.4
Bohemian Rhapsody 309,ABBA,Country,2010,4.0
Viva La Vida 310,MAGIC,Hip-Hop,2000,4.4
Halo 311,Eminem,Hip-Hop,1990,4.7
Mamma Mia 312,ABBA,Hip-Hop,2010,4.1
Mamma Mia 313,Ed Sheeran,Country,2000,3.2
Bohemian Rhapsody 314,Coldplay,R&B,1990,2.9
Halo 315,Coldplay,Electronic,2000,3.0
Mamma Mia 316,Drake,Reggae,1990,3.1
Someone Like You 317,Coldplay,Indie,2020,3.8
Someone Like You 318,Beyoncé,Hip-Hop,2010,3.2
Blinding Lights 319,Ed Sheeran,Indie,1970,2.8
Bohemian Rhapsody 320,MAGIC,Indie,1970,5.1
Viva La Vida 321,ABBA,Rock,1970,4.2
Blinding Lights 322,Drake,Classical,2010,3.5
Halo 323,ABBA,Rock,1970,3.8
Hotel California 324,Taylor Swift,Reggae,2020,4.9
Perfect 325,The Beatles,Jazz,2000,4.6
Bohemian Rhapsody 326,The Beatles,Hip-Hop,1980,3.9
Hotel California 327,Adele,Country,2010,2.8
Blinding Lights 328,Taylor Swift,Electronic,1990,5.2
Perfect 329,Adele,Hip-Hop,1990,3.6
Mamma Mia 330,Ed Sheeran,Country,2020,3.1
Halo 331,Adele,Indie,2010,5.5
Someone Like You 332,Eminem,Classical,2020,3.7
Bohemian Rhapsody 333,Drake,Country,2020,4.0
Hotel California 334,MAGIC,Classical,1990,4.3
Shape of You 335,Beyoncé,R&B,2000,4.9
Shape of You 336,ABBA,Classical,2010,3.4
Rude 337,Taylor Swift,R&B,2000,2.5
Halo 338,Beyoncé,R&B,2020,5.2
Blinding Lights 339,Taylor Swift,Classical,2020,5.4
Halo 340,Eminem,Country,1990,4.3
Mamma Mia 341,Taylor Swift,Rock,2020,4.9
Rude 342,MAGIC,Reggae,1980,3.3
Halo 343,Ed Sheeran,Pop,2010,3.9
Perfect 344,Coldplay,Rock,2010,3.6
Shape of You 345,The Beatles,Reggae,1970,3.3
Viva La Vida 346,Beyoncé,Indie,1980,3.0
Perfect 347,Taylor Swift,Hip-Hop,2010,3.6
Shape of You 348,Beyoncé,Jazz,2020,3.2
Bohemian Rhapsody 349,Coldplay,Electronic,2000,4.5
Viva La Vida 350,MAGIC,R&B,2010,4.4
Bohemian Rhapsody 351,Taylor Swift,R&B,2010,4.3
Someone Like You 352,The Beatles,Classical,1980,4.3
Blinding Lights 353,Taylor Swift,R&B,1970,4.4
Mamma Mia 354,Adele,Pop,2020,3.3
Bohemian Rhapsody 355,The Beatles,Indie,1990,2.6
Perfect 356,Drake,Rock,2020,4.8
Bohemian Rhapsody 357,Coldplay,Classical,2000,3.5
Rude 358,Coldplay,Jazz,2010,2.9
Shape of You 359,Beyoncé,R&B,2010,3.6
Hotel California 360,ABBA,Reggae,2020,4.1
Perfect 361,Adele,R&B,2000,3.1
Shape of You 362,Ed Sheeran,Hip-Hop,2020,4.6
Hotel California 363,ABBA,Reggae,2020,4.4
Shape of You 364,Beyoncé,Electronic,1970,5.1
Hotel California 365,Adele,R&B,2020,4.7
Rude 366,ABBA,Country,2010,4.7
Hotel California 367,Drake,Rock,1980,2.9
Blinding Lights 368,The Beatles,Pop,1970,3.0
Blinding Lights 369,Beyoncé,Electronic,1970,4.7
Mamma Mia 370,MAGIC,Classical,2000,4.8
Rude 371,Coldplay,Classical,2020,2.6
Perfect 372,The Beatles,Reggae,2020,4.3
Halo 373,Taylor Swift,Pop,1970,3.4
Bohemian Rhapsody 374,Drake,Electronic,2020,2.8
Mamma Mia 375,Adele,Classical,2010,2.8
Someone Like You 376,Beyoncé,Jazz,1990,3.9
Perfect 377,MAGIC,Classical,1970,3.6
Hotel California 378,Taylor Swift,Reggae,1980,3.7
Bohemian Rhapsody 379,Adele,Electronic,1990,3.5
Viva La Vida 380,ABBA,Rock,2020,5.0
Shape of You 381,The Beatles,Electronic,2000,4.0
Halo 382,MAGIC,Pop,1970,3.8
Someone Like You 383,Drake,Classical,2010,2.8
Bohemian Rhapsody 384,Coldplay,Country,2000,5.1
Blinding Lights 385,Ed Sheeran,Hip-Hop,2000,5.4
Rude 386,Drake,Classical,1970,2.6
Perfect 387,Drake,Country,1990,3.9
Bohemian Rhapsody 388,Taylor Swift,R&B,2020,2.6
Viva La Vida 389,ABBA,Reggae,2020,2.5
Hotel California 390,MAGIC,Electronic,1970,5.1
Shape of You 391,Coldplay,Pop,2020,3.9
Blinding Lights 392,Adele,Indie,1990,4.5
Halo 393,Adele,Country,1990,5.5
Viva La Vida 394,Ed Sheeran,Rock,2020,4.1
Perfect 395,Adele,Country,2020,3.0
Perfect 396,Eminem,Country,2020,5.4
Viva La Vida 397,Coldplay,Indie,2000,4.5
Halo 398,Ed Sheeran,Country,2010,4.3
Perfect 399,MAGIC,Reggae,1970,3.5
Rude 400,Ed Sheeran,R&B,2000,2.6
Viva La Vida 401,Adele,Jazz,1980,4.7
Halo 402,The Beatles,Hip-Hop,2010,4.8
Perfect 403,Eminem,Reggae,2020,5.2
Mamma Mia 404,Drake,Jazz,2000,3.4
Blinding Lights 405,The Beatles,Country,1970,3.6
Viva La Vida 406,ABBA,Rock,1970,4.7
Perfect 407,MAGIC,Electronic,2020,3.8
Someone Like You 408,Eminem,Hip-Hop,1970,4.3
Blinding Lights 409,Beyoncé,Rock,2020,5.5
Hotel California 410,Coldplay,Rock,2000,3.8
Perfect 411,ABBA,Reggae,2000,5.4
Mamma Mia 412,Eminem,Classical,1980,4.6
Viva La Vida 413,Drake,R&B,2010,5.0
Perfect 414,Adele,R&B,2000,5.4
Rude 415,Beyoncé,Jazz,1990,2.8
Hotel California 416,ABBA,Rock,1990,4.0
Hotel California 417,Adele,Jazz,1990,4.7
Mamma Mia 418,ABBA,Country,2010,3.9
Shape of You 419,ABBA,Hip-Hop,2010,4.9
Blinding Lights 420,Taylor Swift,Country,1990,3.9
Mamma Mia 421,Eminem,Classical,2010,5.2
Viva La Vida 422,Coldplay,Jazz,1980,4.7
Halo 423,Adele,Rock,2000,4.8
Someone Like You 424,MAGIC,Electronic,1980,4.6
Mamma Mia 425,The Beatles,Jazz,2010,5.4
Mamma Mia 426,Adele,Classical,2020,3.6
Hotel California 427,Ed Sheeran,R&B,1990,2.9
Hotel California 428,Taylor Swift,Country,2000,3.2
Bohemian Rhapsody 429,MAGIC,Indie,1980,3.1
Viva La Vida 430,Adele,Country,2000,4.3
Blinding Lights 431,MAGIC,Reggae,2000,2.8
Blinding Lights 432,Ed Sheeran,Hip-Hop,1980,5.2
Perfect 433,Adele,Hip-Hop,1970,3.3
Viva La Vida 434,Eminem,Classical,2010,4.7
Blinding Lights 435,Taylor Swift,Reggae,1990,4.7
Someone Like You 436,Beyoncé,Reggae,2010,5.0
Viva La Vida 437,Taylor Swift,Classical,1980,3.7
Someone Like You 438,Taylor Swift,Reggae,1990,3.0
Someone Like You 439,Coldplay,Rock,1970,4.6
Shape of You 440,Adele,Jazz,1970,5.1
Blinding Lights 441,Taylor Swift,R&B,2000,4.8
Rude 442,The Beatles,R&B,1970,5.3
Blinding Lights 443,MAGIC,Classical,1980,4.0
Shape of You 444,Drake,Electronic,2000,3.7
Bohemian Rhapsody 445,Beyoncé,Indie,2020,2.5
Shape of You 446,Beyoncé,Jazz,2020,4.3
Rude 447,Coldplay,Rock,1990,3.8
Blinding Lights 448,Adele,Indie,1980,3.2
Halo 449,The Beatles,Reggae,2000,3.6
Blinding Lights 450,Ed Sheeran,Indie,1980,5.2
Rude 451,Ed Sheeran,Classical,1970,5.1
Bohemian Rhapsody 452,Beyoncé,Classical,2010,4.3
Mamma Mia 453,Coldplay,Classical,2000,5.4
Bohemian Rhapsody 454,Eminem,Rock,1980,2.6
Shape of You 455,Eminem,Electronic,2000,2.8
Hotel California 456,Drake,R&B,2010,4.6
Hotel California 457,Adele,Rock,1970,2.6
Shape of You 458,Ed Sheeran,Rock,2020,4.9
Halo 459,Beyoncé,Electronic,2020,5.1
Mamma Mia 460,Adele,Indie,2010,2.7
Blinding Lights 461,Adele,Country,2010,2.7
Rude 462,MAGIC,R&B,1980,2.6
Viva La Vida 463,Coldplay,Indie,1990,3.4
Viva La Vida 464,Drake,Hip-Hop,1990,5.4
Hotel California 465,Eminem,Classical,1970,4.2
Halo 466,Coldplay,Reggae,2000,3.8
Hotel California 467,Drake,Rock,1990,4.4
Perfect 468,Adele,Country,2010,4.9
Rude 469,Coldplay,Hip-Hop,1980,4.5
Someone Like You 470,Ed Sheeran,Indie,1970,4.6
Bohemian Rhapsody 471,Adele,Jazz,2010,4.6
Shape of You 472,The Beatles,Reggae,2000,4.6
Halo 473,The Beatles,Pop,2000,2.6
Halo 474,ABBA,Electronic,1990,2.8
Mamma Mia 475,Taylor Swift,Indie,1990,4.4
Perfect 476,Eminem,Jazz,2000,3.4
Bohemian Rhapsody 477,Ed Sheeran,R&B,2020,5.0
Mamma Mia 478,Ed Sheeran,Pop,2020,4.6
Mamma Mia 479,Adele,Indie,1970,4.3
Someone Like You 480,Coldplay,Classical,2020,2.8
Halo 481,Drake,Electronic,2000,3.5
Mamma Mia 482,Adele,Indie,1980,3.8
Perfect 483,Taylor Swift,Pop,2010,4.2
Viva La Vida 484,Drake,Indie,1970,4.9
Mamma Mia 485,Taylor Swift,Reggae,2010,4.5
Halo 486,Beyoncé,Electronic,1980,4.3
Bohemian Rhapsody 487,Eminem,Country,2010,4.8
Bohemian Rhapsody 488,ABBA,Hip-Hop,1990,4.3
Rude 489,Beyoncé,Pop,1980,2.7
Shape of You 490,Eminem,Electronic,1990,4.4
Someone Like You 491,Taylor Swift,Hip-Hop,2010,4.3
Rude 492,Ed Sheeran,Country,1980,3.9
Shape of You 493,Drake,Hip-Hop,1990,3.6
Hotel California 494,Coldplay,Hip-Hop,2020,3.7
Someone Like You 495,Taylor Swift,Hip-Hop,2010,4.6
Someone Like You 496,MAGIC,Jazz,2020,4.1
Shape of You 497,MAGIC,Electronic,1970,4.8
Bohemian Rhapsody 498,ABBA,Electronic,2000,5.0
Shape of You 499,Eminem,R&B,1970,2.6
Blinding Lights 500,Coldplay,Electronic,1990,2.6
Rude 501,MAGIC,Country,2010,5.5
Rude 502,Eminem,Pop,1980,3.1
Perfect 503,Taylor Swift,Electronic,2020,3.0
Hotel California 504,Coldplay,Electronic,2000,3.6
Hotel California 505,Ed Sheeran,Jazz,2000,2.7
Blinding Lights 506,Ed Sheeran,Country,1980,2.5
Someone Like You 507,Taylor Swift,Hip-Hop,1980,3.4
Shape of You 508,Coldplay,Classical,1970,5.3
Mamma Mia 509,ABBA,Country,1980,3.9
Halo 510,ABBA,R&B,2000,2.6
Halo 511,Drake,Hip-Hop,1980,3.9
Bohemian Rhapsody 512,Eminem,Country,2020,5.0
Shape of You 513,MAGIC,Jazz,2000,5.1
Bohemian Rhapsody 514,MAGIC,Hip-Hop,2010,4.1
Blinding Lights 515,Drake,Electronic,1990,2.8
Blinding Lights 516,Eminem,Rock,2020,3.2
Hotel California 517,Taylor Swift,Pop,2000,4.6
Perfect 518,Coldplay,Rock,1980,5.4
Bohemian Rhapsody 519,The Beatles,Electronic,2000,3.1
Someone Like You 520,The Beatles,Electronic,2020,3.0
Shape of You 521,MAGIC,Electronic,1970,4.8
Mamma Mia 522,MAGIC,Rock,1990,5.3
Hotel California 523,Eminem,Reggae,2010,4.6
Rude 524,ABBA,Jazz,1990,3.9
Bohemian Rhapsody 525,Coldplay,Rock,2000,2.7
